|	№	||	timeStamp'	||	TURNSTILE	||	CARD TYPE	||	REJECTED	||	SKI PASS info'	||	
|	361	||	09 мая 2015 09:00:00'	||	2	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=SEASON, blocked=false, id=ddb3d6d3-740b-4d9f-be3c-3505c1ed22d5, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	362	||	09 мая 2015 09:00:00'	||	1	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=SEASON, blocked=false, id=03acbce5-a6aa-4b5c-b536-499c23295335, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	363	||	09 мая 2015 09:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 12 мая 2015}, cardType=SEASON, blocked=false, id=94163829-51cf-43ff-b5e9-0b925a2cdfbb, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 12 мая 2015}'}'	||	
|	364	||	09 мая 2015 09:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{Period{11 мая 2015 - 15 мая 2015}, cardType=WORKDAYS, blocked=false, id=7bd2a17b-c384-4eea-9d03-dee30aa85deb, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 15 мая 2015}'}'	||	
|	365	||	09 мая 2015 09:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=352f59a8-f347-4dca-be26-ebcd3bb38cca, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	366	||	09 мая 2015 09:00:00'	||	3	||	SEASON	||	true	||	SkiPass{Period{11 мая 2015 - 11 мая 2015}, cardType=SEASON, blocked=false, id=48bd76d4-b498-4257-b469-3492bbd33bee, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{11 мая 2015 - 11 мая 2015}'}'	||	
|	367	||	09 мая 2015 09:00:00'	||	2	||	HOLIDAYS	||	true	||	SkiPass{Period{09 мая 2015 - 09 мая 2015}, cardType=HOLIDAYS, blocked=false, id=8b2576cd-12b4-4c10-8d16-87ebbae64fa4, lastReasonPassOfRejection='Date 09 мая 2015 not in period Period{09 мая 2015 - 09 мая 2015}'}'	||	
|	368	||	09 мая 2015 09:00:00'	||	2	||	SEASON	||	true	||	SkiPass{ not found, cardType=SEASON, blocked=true, id=9c07852e-12dd-4b07-9de3-712801a75b7c, lastReasonPassOfRejection='null'}'	||	
|	369	||	09 мая 2015 09:00:00'	||	3	||	SEASON	||	true	||	SkiPass{ not found, cardType=SEASON, blocked=true, id=9a337463-472b-482e-84b4-ea2a44e6877e, lastReasonPassOfRejection='null'}'	||	
|	370	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=0335a1d5-c7de-4285-8f5d-bd0aa0a49a0e, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	371	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=c2e173c4-d0e8-46b1-906a-c58185965122, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	372	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=878b70bb-780f-4d16-831f-d1bf63ba69e1, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	373	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=6f10a34e-0155-4886-9d96-680522f3ddfb, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	374	||	09 мая 2015 10:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=87d36211-e150-40b8-a2b6-f159dfe0301a, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	375	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=cfb8d194-be38-4ed3-a400-3cefb5fabfe0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	376	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{50fromFIFTY, cardType=SEASON, blocked=false, id=c815fe92-3103-41d6-bc3d-3e0257fa1231, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	377	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=9482290a-e549-4c6e-bcbe-7714777aa367, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	378	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=2e87a597-7fbf-420d-82b0-bfa1bef25a17, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	379	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=095fc5ed-d978-4583-9bd4-63ee10a1ab89, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	380	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=1a6e6002-ec2e-4f9f-ae78-ca23835486f5, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	381	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=0c6de9ba-ca8d-46ff-9d92-bdd19e14560f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	382	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{100fromHUNDRED, cardType=HOLIDAYS, blocked=false, id=5b596b45-a228-43e8-ac99-4896df8f4fc8, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	383	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=54d6a486-875c-4fbb-9c24-1de1d806c982, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	384	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{10fromTEN, cardType=WORKDAYS, blocked=false, id=a2702cda-8642-43d8-ad16-2ea5d8d74883, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	385	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=48047a33-f6d7-40d5-9ae4-f2a6b8ccace9, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	386	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=601e0d2c-f73a-45a8-8a68-12229ee121dd, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	387	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=d5d81151-101e-4df9-8af8-0d5fefe2e5a7, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	388	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=9efc849c-8ed1-4cba-b3ba-cf6282578dcd, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	389	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=2825dfa6-8591-434c-994e-3906179f8073, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	390	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=8b0a9196-48ea-4ad0-9163-82d868c33083, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	391	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=a35d90e6-82e6-4951-95fa-63b91dc70b0f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	392	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=ad0aa29c-2d12-4ecc-974b-4754b2a6d330, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	393	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=38b7a794-8c9b-4eb1-ad96-f4c6fbdc70aa, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	394	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=66ba0c36-fce7-4c3f-898e-a8dd5a219a36, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	395	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=62c99662-bd07-4df4-9f7b-acd2c900325c, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	396	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{50fromFIFTY, cardType=SEASON, blocked=false, id=a34d8ef6-c5ed-43ce-8f53-77731171e9b2, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	397	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=1a3b3023-7594-4062-90aa-1bd0645ebfe1, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	398	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=7ad25341-f872-403e-be86-d1de22e51bfc, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	399	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=18363f56-2075-4c9a-aad5-a079e46d2bb3, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	400	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=e1edb22b-25da-4a9c-8097-69caeb04364f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	401	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=77e941ec-7089-4bbd-a727-7b085a0cc43b, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	402	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=eb87110c-e163-49c9-9e6f-144b0a610663, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	403	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=31e17a21-cb1f-41bc-a38c-355a3e47cd5b, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	404	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=80e555fc-31d7-4e3c-abf0-eb0c66ae7085, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	405	||	09 мая 2015 10:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=f58c1ce8-8580-4998-857d-684b411a0b69, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	406	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=c403d52b-efc3-4dfa-957d-03e1329df1b2, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	407	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=b1437fd2-70cc-4f26-b089-4cc89aea7626, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	408	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=e4a13fc3-70f3-4621-9ee1-5493599e13b1, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	409	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=ffda7c48-ff57-48b9-bad8-e2d1f9082171, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	410	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=37849a6e-a4a5-4813-9d02-a96a9426ca98, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	411	||	09 мая 2015 10:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=ee6321dc-8314-43bb-a9c5-27affda9d113, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	412	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=10bcc43a-d140-41da-864f-6065768044b2, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	413	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=409a3e3f-9c33-4096-a8ac-ad16d196503c, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	414	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=545cf220-9adc-4748-861e-e801acac39c7, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	415	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{10fromTEN, cardType=WORKDAYS, blocked=false, id=883d4baf-7e38-4674-a286-499a3859245f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	416	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=d90deff1-49bd-4c78-9fde-f01437cdfc1e, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	417	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{100fromHUNDRED, cardType=HOLIDAYS, blocked=false, id=b7d44683-c8f6-4952-85ae-e42f1e092723, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	418	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=354740d3-1d86-4e3b-98c1-b94b3eac10ac, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	419	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=6b736ef2-32ec-472c-88c2-a03d5e662773, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	420	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=c666d66a-04ff-4aa2-a38f-a7082ba52502, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	421	||	09 мая 2015 10:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=6960a1c3-a03b-4e78-b70c-777fd45639d6, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	422	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=5111143b-37b3-49e4-b916-23271736bb61, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	423	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=9fd04e7c-5a35-4928-b0d0-7f68b6a2519c, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	424	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=f7b923dc-5d24-4299-8149-f2ebb10509b0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	425	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=9a7b2cb2-a565-492d-8f34-328bcd4e8e50, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	426	||	09 мая 2015 10:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=a0e04e46-e303-412b-9ef9-0d5eea8ade7a, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	427	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=4da30ad8-a957-400d-b391-6239400978e4, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	428	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=fc8c0a87-4161-4ef7-8f4a-f1f2d5560bc4, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	429	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=c374d4ab-3e0f-4cc8-8c08-ae81b9a7af7d, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	430	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=0224a67f-48c4-43fa-b14c-44c1da90225f, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	431	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=3bc5d832-c8df-4701-b278-126a1eab39df, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	432	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{20fromTWENTY, cardType=WORKDAYS, blocked=false, id=463291a7-d0ee-44e7-851e-b486653625d0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	433	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=2e7d78a8-91d3-4a02-b04e-9e2ce5334992, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	434	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=7b500322-7555-4853-bb46-7bd5290b05af, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	435	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=8c2e595c-8bba-4514-a4d0-e7a7b98621e7, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	436	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=7b71fed9-2bdc-47e0-a3d4-20f4079b5d2b, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	437	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=20490151-ce64-4779-ac14-213eeb1436af, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	438	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=cc26053a-1e32-41cd-aa03-b4efd0c37d35, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	439	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{100fromHUNDRED, cardType=HOLIDAYS, blocked=false, id=a9ca03a2-b7c1-4df1-bf85-36c7b7426e95, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	440	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{100fromHUNDRED, cardType=HOLIDAYS, blocked=false, id=6beb0d44-220e-48fb-ad3c-5932a522d523, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	441	||	09 мая 2015 10:00:00'	||	1	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=9b3b79ac-6f0a-4d0f-ae4d-493b15bac9fc, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	442	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=eef736f5-9c4b-44c0-bd95-7090c4bda96b, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	443	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=d3a4211b-de04-4bf1-a930-bf5e72fde22c, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	444	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{50fromFIFTY, cardType=SEASON, blocked=false, id=beeb8b9b-aa2f-44ae-96bf-e13c82e557f0, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	445	||	09 мая 2015 10:00:00'	||	2	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=3e66afca-cc04-4435-9be1-8409fac33126, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	446	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=4bc9aed8-0601-4db9-b1bd-211f8e4fcdac, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	447	||	09 мая 2015 10:00:00'	||	1	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=a4adf5cf-3cac-4fcf-9444-f0b3d2dc9db8, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	448	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{100fromHUNDRED, cardType=SEASON, blocked=false, id=6b38b4aa-5625-4dd8-bd7c-002dae5102d9, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	449	||	09 мая 2015 10:00:00'	||	1	||	HOLIDAYS	||	false	||	SkiPass{10fromTEN, cardType=HOLIDAYS, blocked=false, id=8fd0054c-012f-4b14-a6ca-3d7ee048d3b1, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	450	||	09 мая 2015 10:00:00'	||	2	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=e6ab3f07-f30b-49c2-b359-130eb9abed9d, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	451	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{100fromHUNDRED, cardType=WORKDAYS, blocked=false, id=7da75434-4734-41e2-ab2f-b90af65a7dc3, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	452	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{10fromTEN, cardType=SEASON, blocked=false, id=e96d0971-7b2e-4aa2-9a0f-32b8750dae45, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	453	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{20fromTWENTY, cardType=HOLIDAYS, blocked=false, id=74247d8c-360e-4b36-ab47-101074af5859, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	454	||	09 мая 2015 10:00:00'	||	3	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=d573ca32-5065-4418-9dd3-26982b128564, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	455	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=547439b6-cc3f-4a58-bf4b-f4e6448eea6e, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
|	456	||	09 мая 2015 10:00:00'	||	3	||	SEASON	||	false	||	SkiPass{20fromTWENTY, cardType=SEASON, blocked=false, id=682184ea-fefe-4411-9168-798cd849ef04, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-7'}'	||	
|	457	||	09 мая 2015 10:00:00'	||	3	||	WORKDAYS	||	true	||	SkiPass{50fromFIFTY, cardType=WORKDAYS, blocked=false, id=a19b9636-4f67-4b04-8e6f-8e454d038a79, lastReasonPassOfRejection='Day 09 мая 2015 not in days 1-5'}'	||	
|	458	||	09 мая 2015 10:00:00'	||	2	||	HOLIDAYS	||	false	||	SkiPass{50fromFIFTY, cardType=HOLIDAYS, blocked=false, id=e22c92f2-1c7d-4f96-a289-58f13c500143, lastReasonPassOfRejection='Day 09 мая 2015 not in days 6-7'}'	||	
